train/explained_variance,train/n_updates,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/policy_loss,train/value_loss,train/learning_rate,train/entropy_loss,rollout/ep_rew_mean,time/fps,eval/mean_ep_length,eval/mean_reward
0.9509993232786655,25199,2142,2016000,25200,1019.0,0.04869179427623749,0.11193603277206421,0.0007,-1.5810829401016235,1378.0,941,,
0.8630607426166534,25299,2150,2024000,25300,1027.6,0.15617035329341888,0.2033182829618454,0.0007,-1.581628441810608,1392.5,941,,
0.815142422914505,25399,2157,2032000,25400,1015.34,0.16944491863250732,0.35244306921958923,0.0007,-1.5924053192138672,1378.1,941,,
0.9882023399695754,25499,2165,2040000,25500,1019.74,-0.11494777351617813,0.027197927236557007,0.0007,-1.5697208642959595,1398.1,941,,
0.9566122479736805,25599,2174,2048000,25600,1023.42,-0.16269055008888245,0.06000736355781555,0.0007,-1.4714421033859253,1396.8,941,,
0.9607776515185833,25699,2182,2056000,25700,1001.66,0.0982443317770958,0.11644452810287476,0.0007,-1.540997862815857,1387.5,941,,
0.9734398368746042,25799,2189,2064000,25800,999.5,-0.09932617098093033,0.06879120320081711,0.0007,-1.567212462425232,1398.2,942,,
0.9827576335519552,25899,2197,2072000,25900,998.7,-0.1305541843175888,0.022323204204440117,0.0007,-1.6062335968017578,1400.9,942,,
0.946953535079956,25999,,2080000,,,-0.1372309923171997,0.049950916320085526,0.0007,-1.6541060209274292,,,1540.2,2336.0
,,2216,2080000,26000,1015.88,,,,,1413.5,938,,
0.9507573693990707,26099,2223,2088000,26100,1025.72,0.14900442957878113,0.11000212281942368,0.0007,-1.6019123792648315,1433.5,938,,
0.9601831994950771,26199,2232,2096000,26200,1016.5,0.09014392644166946,0.09172210097312927,0.0007,-1.6108944416046143,1430.8,939,,
0.9901767382398248,26299,2240,2104000,26300,1031.9,-0.12505601346492767,0.024101125076413155,0.0007,-1.6609519720077515,1464.6,939,,
0.9893891029059887,26399,2247,2112000,26400,1008.6,-0.12518952786922455,0.04245761036872864,0.0007,-1.6146057844161987,1424.3,939,,
0.9460216201841831,26499,2255,2120000,26500,995.88,0.029065638780593872,0.0569295771420002,0.0007,-1.6775461435317993,1404.3,939,,
0.9499697387218475,26599,2263,2128000,26600,1008.0,0.05550379678606987,0.0841774120926857,0.0007,-1.659527063369751,1423.6,939,,
0.9570906087756157,26699,2272,2136000,26700,1009.48,-0.06678372621536255,0.05119047313928604,0.0007,-1.5608843564987183,1419.4,940,,
0.9727276638150215,26799,2278,2144000,26800,1007.24,-0.04627887159585953,0.059676676988601685,0.0007,-1.6129835844039917,1408.6,940,,
0.9103522673249245,26899,2287,2152000,26900,1005.22,0.09052485972642899,0.11418285220861435,0.0007,-1.6323288679122925,1427.5,940,,
0.8500554710626602,26999,2295,2160000,27000,997.22,0.3089466691017151,0.31606191396713257,0.0007,-1.6001602411270142,1405.1,940,,
0.9268789142370224,27099,2303,2168000,27100,978.86,-0.04967297241091728,0.2899445593357086,0.0007,-1.5380529165267944,1392.7,941,,
0.9848822774365544,27199,2310,2176000,27200,954.84,-0.06587065756320953,0.020044947043061256,0.0007,-1.6112781763076782,1365.9,941,,
0.9253934845328331,27299,2318,2184000,27300,933.9,-0.012976420111954212,0.10864420235157013,0.0007,-1.6126221418380737,1313.9,941,,
