time/fps,rollout/exploration_rate,time/total_timesteps,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length,train/n_updates,train/learning_rate,train/loss
1204,0.9808019199999997,19392,296,16,279.3888888888889,9.166666666666666,,,,,
1204,0.9804811600000004,19716,300,16,279.25333333333333,9.186666666666667,,,,,
1205,0.9801722800000003,20028,304,16,279.25333333333333,9.186666666666667,,,,,
1206,0.9799782400000002,20224,308,16,279.25333333333333,9.186666666666667,,,,,
1207,0.9797208400000005,20484,312,16,279.5,9.197368421052632,,,,,
1207,0.9794119600000004,20796,316,17,280.26582278481015,9.164556962025317,,,,,
1209,0.9790911999999999,21120,320,17,280.26582278481015,9.164556962025317,,,,,
1210,0.9789209199999995,21292,324,17,280.26582278481015,9.164556962025317,,,,,
1211,0.9787902400000001,21424,328,17,280.26582278481015,9.164556962025317,,,,,
1212,0.9783467200000006,21872,332,18,280.04819277108436,9.168674698795181,,,,,
1212,0.9780536799999998,22168,336,18,280.04819277108436,9.168674698795181,,,,,
1212,0.9778834000000004,22340,340,18,280.04819277108436,9.168674698795181,,,,,
1213,0.9776695599999997,22556,344,18,280.04819277108436,9.168674698795181,,,,,
1210,0.9774121600000001,22816,348,18,279.9655172413793,9.149425287356323,,,,,
1212,0.9770478399999994,23184,352,19,279.9655172413793,9.149425287356323,,,,,
1213,0.9768894400000004,23344,356,19,279.9655172413793,9.149425287356323,,,,,
1213,0.9764894799999999,23748,360,19,279.8863636363636,9.159090909090908,,,,,
1212,0.9762043600000005,24036,364,19,280.3333333333333,9.177777777777777,,,,,
1211,0.9760221999999996,24220,368,19,281.34065934065933,9.186813186813186,,,,,
1211,0.97576876,24476,372,20,281.34065934065933,9.186813186813186,,,,,
